Status,Mogibacteriaceae.,Odoribacteraceae.Odoribacter,Tissierellaceae.1.68,Tissierellaceae.Anaerococcus,Tissierellaceae.Finegoldia,Tissierellaceae.Peptoniphilus,Tissierellaceae.ph2,Tissierellaceae.WAL_1855D,Actinomycetaceae.Actinomyces,Actinomycetaceae.Varibaculum,Aerococcaceae.Aerococcus,Aerococcaceae.Facklamia,Alcaligenaceae.Sutterella,Bacteroidaceae.Bacteroides,Bifidobacteriaceae.,Bifidobacteriaceae.Bifidobacterium,Bifidobacteriaceae.Gardnerella,Campylobacteraceae.Campylobacter,Carnobacteriaceae.Granulicatella,Christensenellaceae.,Clostridiaceae.,Clostridiaceae.02d06,Clostridiaceae.Clostridium,Clostridiaceae.Sarcina,Clostridiaceae.SMB53,Coriobacteriaceae.,Coriobacteriaceae.Adlercreutzia,Coriobacteriaceae.Atopobium,Coriobacteriaceae.Collinsella,Coriobacteriaceae.Eggerthella,Corynebacteriaceae.Corynebacterium,Desulfovibrionaceae.Bilophila,Desulfovibrionaceae.Desulfovibrio,Enterobacteriaceae.,Enterobacteriaceae.Aquamonas,Enterobacteriaceae.Citrobacter,Enterobacteriaceae.Enterobacter,Enterobacteriaceae.Erwinia,Enterobacteriaceae.Klebsiella,Enterobacteriaceae.Proteus,Enterobacteriaceae.Raoultella,Enterobacteriaceae.Salmonella,Enterobacteriaceae.Serratia,Enterococcaceae.Enterococcus,Erysipelotrichaceae.,Erysipelotrichaceae.Eubacterium.,Erysipelotrichaceae.Clostridium,Erysipelotrichaceae.Coprobacillus,Erysipelotrichaceae.Holdemania,Fusobacteriaceae.Fusobacterium,Gemellaceae.,Lachnospiraceae.,Lachnospiraceae.Ruminococcus.,Lachnospiraceae.Anaerostipes,Lachnospiraceae.Blautia,Lachnospiraceae.Clostridium,Lachnospiraceae.Coprococcus,Lachnospiraceae.Dorea,Lachnospiraceae.Epulopiscium,Lachnospiraceae.Lachnobacterium,Lachnospiraceae.Lachnospira,Lachnospiraceae.Roseburia,Lactobacillaceae.Lactobacillus,Listeriaceae.Listeria,Methylobacteriaceae.Methylobacterium,Microbacteriaceae.Agrococcus,Micrococcaceae.Rothia,Moraxellaceae.,Moraxellaceae.Acinetobacter,Mycoplasmataceae.Ureaplasma,Pasteurellaceae.,Pasteurellaceae.Aggregatibacter,Pasteurellaceae.Haemophilus,Peptostreptococcaceae.,Peptostreptococcaceae.Clostridium.,Planococcaceae.,Porphyromonadaceae.Dysgonomonas,Porphyromonadaceae.Parabacteroides,Porphyromonadaceae.Porphyromonas,Prevotellaceae.Prevotella,Pseudomonadaceae.Pseudomonas,Rikenellaceae.,Rikenellaceae.Alistipes,Ruminococcaceae.,Ruminococcaceae.Anaerotruncus,Ruminococcaceae.Faecalibacterium,Ruminococcaceae.Oscillospira,Ruminococcaceae.Ruminococcus,S24.7.,Sphingomonadaceae.Sphingomonas,Staphylococcaceae.Staphylococcus,Streptococcaceae.Lactococcus,Streptococcaceae.Streptococcus,Turicibacteraceae.Turicibacter,Veillonellaceae.,Veillonellaceae.Acidaminococcus,Veillonellaceae.Dialister,Veillonellaceae.Megasphaera,Veillonellaceae.Mitsuokella,Veillonellaceae.Phascolarctobacterium,Veillonellaceae.Veillonella,Verrucomicrobiaceae.Akkermansia,Xanthomonadaceae.Stenotrophomonas
Cesarean,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,3.5417993387239766e-5,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,3.895979272596374e-4,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,3.5417993387239764e-4,0.01331716551360215,0.0042855771998560116,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,3.5417993387239766e-5,9.631310521089685e-6,0.12325461698759436,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,3.895979272596374e-4,0.046503825317445804,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,0.04437874571421142,9.631310521089685e-6,7.083598677447953e-5,2.479259537106784e-4,9.631310521089685e-6,1.7708996693619882e-4,9.631310521089685e-6,9.631310521089685e-6,4.958519074213568e-4,9.631310521089685e-6,3.5417993387239766e-5,0.09885161954378618,0.002868857464366421,4.2501592064687714e-4,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,5.312699008085965e-4,0.01926738840265843,0.46617162896284975,9.631310521089685e-6,3.5417993387239766e-5,6.02105887583076e-4,1.4167197354895907e-4,7.083598677447953e-5,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,3.5417993387239766e-5,3.5417993387239766e-5,9.631310521089685e-6,4.2501592064687714e-4,9.631310521089685e-6,0.002266751576783345,3.5417993387239766e-5,8.500318412937543e-4,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,0.0021604975966216257,2.479259537106784e-4,0.011829609791338081,9.631310521089685e-6,9.631310521089685e-6,1.0625398016171929e-4,9.631310521089685e-6,3.5417993387239766e-5,5.312699008085965e-4,7.083598677447953e-5,9.631310521089685e-6,3.5417993387239766e-5,9.631310521089685e-6,1.0625398016171929e-4,0.0033647093717877777,3.5417993387239766e-5,9.631310521089685e-6,1.7708996693619882e-4,9.631310521089685e-6,9.631310521089685e-6,0.006481492789864876,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,3.5417993387239766e-5,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,0.1472325985107557,9.631310521089685e-6,4.2501592064687714e-4
Cesarean,9.632889180880446e-6,0.0011747155250935134,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,5.8735776254675664e-5,1.76207328764027e-4,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,0.03283329892636369,0.5266837056756767,1.1747155250935133e-4,0.030953754086214074,9.632889180880446e-6,9.632889180880446e-6,5.8735776254675664e-5,9.632889180880446e-6,0.019030391506514917,9.632889180880446e-6,0.01950027771655232,4.698862100374053e-4,5.8735776254675664e-5,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,2.9367888127337834e-4,5.8735776254675664e-5,9.632889180880446e-6,7.635650913107836e-4,9.632889180880446e-6,0.018090619086440104,9.632889180880446e-6,2.3494310501870265e-4,0.005521162967939512,9.632889180880446e-6,9.397724200748106e-4,4.1115043378272967e-4,9.632889180880446e-6,2.3494310501870265e-4,5.8735776254675664e-5,2.9367888127337834e-4,0.002584374155205729,0.003817825456553918,9.632889180880446e-6,5.8735776254675664e-5,1.1747155250935133e-4,2.3494310501870265e-4,9.632889180880446e-6,0.03336192091265578,0.007459443584343809,1.1747155250935133e-4,0.014096586301122158,9.632889180880446e-6,0.007165764703070431,0.0011159797488388377,5.8735776254675664e-5,9.632889180880446e-6,0.006872085821797052,0.009338988424493431,1.76207328764027e-4,9.632889180880446e-6,5.8735776254675664e-5,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,4.1115043378272967e-4,9.632889180880446e-6,9.632889180880446e-6,1.76207328764027e-4,0.002936788812733783,1.76207328764027e-4,3.52414657528054e-4,9.632889180880446e-6,0.004933805205392755,0.02155602988546597,1.76207328764027e-4,1.76207328764027e-4,9.632889180880446e-6,0.05303840595797212,5.8735776254675664e-5,0.01803188331018543,1.1747155250935133e-4,0.11641430853676715,0.0035241465752805395,0.013626700091084755,5.8735776254675664e-5,5.8735776254675664e-5,9.632889180880446e-6,9.632889180880446e-6,0.007400707808089133,2.3494310501870265e-4,9.632889180880446e-6,9.632889180880446e-6,1.1747155250935133e-4,0.0010572439725841619,9.632889180880446e-6,0.0015271301826215672,0.007929329794381216,8.810366438201349e-4,9.632889180880446e-6
Cesarean,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,3.903498268874341e-5,7.806996537748681e-5,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,2.732448788212039e-4,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,1.5613993075497363e-4,9.630474760023989e-6,0.22374852077187724,3.903498268874341e-5,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,1.5613993075497363e-4,9.630474760023989e-6,0.1337728856743237,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,0.0014442943594835064,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,1.5613993075497363e-4,0.33878461475560406,3.903498268874341e-5,9.630474760023989e-6,1.5613993075497363e-4,9.630474760023989e-6,1.1710494806623024e-4,9.630474760023989e-6,9.630474760023989e-6,1.1710494806623024e-4,3.903498268874341e-5,3.903498268874341e-5,0.005933317368688999,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,3.1227986150994725e-4,3.903498268874341e-5,6.63594705708638e-4,0.18779730171554457,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,3.903498268874341e-5,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,3.903498268874341e-5,3.903498268874341e-5,0.013467069027616478,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,0.0027324487882120388,7.806996537748681e-5,0.004996477784159156,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,3.1227986150994725e-4,9.630474760023989e-6,9.630474760023989e-6,3.903498268874341e-5,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,3.903498268874341e-5,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,7.806996537748681e-5,9.630474760023989e-6,9.630474760023989e-6,3.903498268874341e-5,8.978046018410984e-4,9.630474760023989e-6,9.630474760023989e-6,7.026296883973815e-4,9.630474760023989e-6,0.02369423449206725,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,9.630474760023989e-6,0.05827922915429391,9.630474760023989e-6,9.630474760023989e-6
Cesarean,0.0010344821616204054,0.0020344815845201305,0.0062758584471637935,0.008172409076801205,0.02241378016844212,0.01899998903509478,0.0015172405037099281,0.035034462540211066,3.448273872068018e-5,8.620684680170046e-4,3.448273872068018e-5,6.896547744136036e-5,9.632517731517914e-6,0.34255152645123693,9.632517731517914e-6,4.482756033688424e-4,9.632517731517914e-6,0.004379307817526383,9.632517731517914e-6,4.482756033688424e-4,5.862065582515632e-4,9.632517731517914e-6,1.724136936034009e-4,9.632517731517914e-6,9.632517731517914e-6,8.275857292963244e-4,3.448273872068018e-5,1.724136936034009e-4,9.632517731517914e-6,1.0344821616204055e-4,0.0010344821616204054,0.008758615635052766,9.632517731517914e-6,7.586202518549641e-4,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,0.0030689637461405366,2.068964323240811e-4,4.137928646481622e-4,9.632517731517914e-6,8.275857292963244e-4,3.448273872068018e-5,9.632517731517914e-6,0.026896536202130544,0.0017931024134753696,4.482756033688424e-4,0.010379304354924734,9.632517731517914e-6,0.0035172393495093786,0.0019310333683580903,9.632517731517914e-6,9.632517731517914e-6,0.031137913064774207,6.896547744136036e-5,5.172410808102027e-4,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,1.0344821616204055e-4,9.632517731517914e-6,9.632517731517914e-6,3.448273872068018e-5,9.632517731517914e-6,9.632517731517914e-6,1.724136936034009e-4,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,0.01699999018929533,0.043241354355732946,0.0267930879859685,3.448273872068018e-5,0.04403445734630859,1.3793095488272072e-4,0.06524134165952691,1.3793095488272072e-4,0.15482749685585404,0.022896538510531642,0.004551721511129784,9.632517731517914e-6,3.448273872068018e-5,3.448273872068018e-5,9.632517731517914e-6,0.002103447061961491,9.632517731517914e-6,9.632517731517914e-6,9.632517731517914e-6,0.01313792345257915,9.632517731517914e-6,9.632517731517914e-6,0.00962068410306977,1.3793095488272072e-4,0.057310311753770465,9.632517731517914e-6
Cesarean,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,8.077613878584438e-4,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,4.7515375756379044e-5,9.629267549595758e-6,9.629267549595758e-6,0.7920813138588387,9.629267549595758e-6,9.629267549595758e-6,2.3757687878189524e-4,7.127306363456856e-4,0.09474565925821982,4.7515375756379044e-5,9.629267549595758e-6,1.4254612726913714e-4,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,4.7515375756379044e-5,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,4.7515375756379044e-5,9.629267549595758e-6,9.629267549595758e-6,4.7515375756379044e-5,9.629267549595758e-6,9.629267549595758e-6,9.503075151275809e-5,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,4.7515375756379044e-5,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,4.7515375756379044e-5,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,0.001092853642396718,9.629267549595758e-6,9.629267549595758e-6,1.9006150302551617e-4,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,4.7515375756379044e-5,9.629267549595758e-6,4.7515375756379044e-5,9.629267549595758e-6,0.008790344514930123,1.9006150302551617e-4,4.7515375756379044e-5,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,0.06276781137417672,9.629267549595758e-6,9.629267549595758e-6,9.629267549595758e-6,0.036824416211193756,4.7515375756379044e-5,9.629267549595758e-6,9.629267549595758e-6,4.7515375756379044e-5,9.629267549595758e-6,9.629267549595758e-6
Cesarean,1.459477587886738e-4,0.0027243581640552447,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,1.459477587886738e-4,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,0.01911915640131627,0.2967117936173739,4.8649252929557935e-5,0.009437955068334239,9.631681970452217e-6,4.8649252929557935e-5,9.631681970452217e-6,8.270372998024849e-4,0.004183835751941983,9.631681970452217e-6,0.0025784104052665713,9.631681970452217e-6,9.631681970452217e-6,0.0010702835644502745,4.378432763660215e-4,9.631681970452217e-6,0.0013135298290980644,9.631681970452217e-6,9.631681970452217e-6,0.0011675820703093904,9.729850585911587e-5,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,0.016735343007767932,6.324402880842532e-4,4.8649252929557935e-5,1.9459701171823174e-4,0.0010702835644502745,9.631681970452217e-6,9.631681970452217e-6,0.1249312815231048,0.0053514178222513736,1.9459701171823174e-4,0.011432574438446115,9.631681970452217e-6,0.04898979770006484,0.0020919178759709915,9.631681970452217e-6,4.8649252929557935e-5,0.06626028249005791,0.0631467303025662,0.0013135298290980644,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,4.8649252929557935e-5,9.631681970452217e-6,9.631681970452217e-6,4.378432763660215e-4,0.001459477587886738,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,0.013037999785121527,2.4324626464778968e-4,9.631681970452217e-6,9.729850585911587e-5,0.04427082016589773,4.8649252929557935e-5,0.07457930474101232,4.8649252929557935e-5,0.060227775126792726,0.009243358056616007,0.1023580281637899,2.4324626464778968e-4,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,3.405447705069056e-4,9.631681970452217e-6,9.631681970452217e-6,0.001994619370111875,1.459477587886738e-4,9.631681970452217e-6,9.631681970452217e-6,0.005983858110335627,4.8649252929557935e-5,0.002140567128900549,9.631681970452217e-6
Vaginal,9.630381897683356e-6,3.7869040935445144e-5,0.0010603331461924638,0.020979448678236607,0.004922975321607868,0.003938380257286295,9.630381897683356e-6,1.5147616374178058e-4,7.573808187089029e-5,0.0032188684795128367,7.573808187089029e-5,0.011587926526246213,9.630381897683356e-6,1.1360712280633541e-4,7.573808187089029e-5,0.010944152830343645,0.1047078981865058,7.573808187089029e-5,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,0.001666237801159586,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,0.002347880537997599,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,7.573808187089029e-5,9.630381897683356e-6,3.7869040935445144e-5,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,3.7869040935445144e-5,7.573808187089029e-5,9.630381897683356e-6,3.7869040935445144e-5,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,3.7869040935445144e-5,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,0.8144873324395541,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,3.7869040935445144e-5,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,1.1360712280633541e-4,9.630381897683356e-6,9.630381897683356e-6,3.7869040935445144e-5,0.007157248736799132,7.573808187089029e-5,9.630381897683356e-6,9.630381897683356e-6,1.5147616374178058e-4,9.630381897683356e-6,7.573808187089029e-5,9.630381897683356e-6,3.7869040935445144e-5,9.630381897683356e-6,9.630381897683356e-6,0.005756094222187661,9.630381897683356e-6,0.0018177139649013666,9.630381897683356e-6,3.7869040935445144e-5,9.630381897683356e-6,0.003256737520448282,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,9.630381897683356e-6,3.7869040935445144e-5,9.630381897683356e-6
Vaginal,9.630103310661456e-6,9.630103310661456e-6,2.3004951214409777e-4,0.0019937624385821806,7.668317071469925e-4,9.201980485763911e-4,9.630103310661456e-6,9.630103310661456e-6,2.3004951214409777e-4,9.630103310661456e-6,7.668317071469924e-5,7.668317071469924e-5,7.668317071469924e-5,2.3004951214409777e-4,9.630103310661456e-6,1.5336634142939847e-4,0.01541331731365455,7.668317071469924e-5,9.630103310661456e-6,7.668317071469924e-5,7.668317071469924e-5,9.630103310661456e-6,7.668317071469924e-5,9.630103310661456e-6,9.630103310661456e-6,7.668317071469924e-5,9.630103310661456e-6,0.0010735643900057895,9.630103310661456e-6,9.630103310661456e-6,1.5336634142939847e-4,9.630103310661456e-6,9.630103310661456e-6,7.668317071469924e-5,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,7.668317071469924e-5,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,7.668317071469924e-5,2.3004951214409777e-4,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,0.9593831488116022,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,0.009968812192910903,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,2.3004951214409777e-4,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,7.668317071469924e-5,0.0028372773164438724,7.668317071469924e-5,9.630103310661456e-6,9.630103310661456e-6,1.5336634142939847e-4,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,7.668317071469924e-5,9.630103310661456e-6,7.668317071469925e-4,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,0.0028372773164438724,3.0673268285879695e-4,9.630103310661456e-6,9.630103310661456e-6,3.8341585357349624e-4,9.630103310661456e-6,9.630103310661456e-6
Cesarean,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,5.687938575753348e-5,5.687938575753348e-5,9.628803237892595e-6,1.1375877151506697e-4,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,1.1375877151506697e-4,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,5.687938575753348e-5,5.687938575753348e-5,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,5.687938575753348e-5,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,1.1375877151506697e-4,5.687938575753348e-5,9.628803237892595e-6,5.687938575753348e-5,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,5.687938575753348e-5,9.628803237892595e-6,0.9976075468013796,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,5.687938575753348e-5,3.4127631454520087e-4,5.687938575753348e-5,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,5.687938575753348e-5,9.628803237892595e-6,5.687938575753348e-5,5.687938575753348e-5,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,1.1375877151506697e-4,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,5.687938575753348e-5,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6,9.628803237892595e-6
Vaginal,1.9993591286580185e-4,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,0.03858763118309975,0.3031694892088441,7.997436514632074e-4,0.17860941549344964,1.3329060857720124e-4,9.631496245770951e-6,9.631496245770951e-6,5.33162434308805e-4,3.3322652144300303e-4,9.631496245770951e-6,5.998077385974055e-4,9.631496245770951e-6,9.631496245770951e-6,6.664530428860062e-5,9.631496245770951e-6,9.631496245770951e-6,0.006397949211705659,6.664530428860062e-5,9.631496245770951e-6,0.008863825470383882,1.3329060857720124e-4,0.013262415553431522,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,6.664530428860062e-5,9.631496245770951e-6,0.020060236590868783,1.9993591286580185e-4,9.631496245770951e-6,6.664530428860062e-5,7.330983471746068e-4,9.631496245770951e-6,9.631496245770951e-6,0.058914448991122935,0.02099327085090919,5.33162434308805e-4,0.004865107213067844,9.631496245770951e-6,0.005864786777396855,0.010263376860444495,9.631496245770951e-6,0.004998397821645046,0.011063120511907701,0.006198013298839857,8.663889557518079e-4,9.631496245770951e-6,9.631496245770951e-6,2.665812171544025e-4,1.3329060857720124e-4,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,6.664530428860062e-5,5.33162434308805e-4,9.631496245770951e-6,9.631496245770951e-6,6.664530428860062e-5,0.013795577987740327,1.3329060857720124e-4,9.631496245770951e-6,9.631496245770951e-6,0.03612175492442153,9.631496245770951e-6,0.03645498144586454,6.664530428860062e-5,0.10050111886720972,0.013262415553431522,0.05178340143224268,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,9.631496245770951e-6,0.002532521562966823,1.9993591286580185e-4,9.631496245770951e-6,9.631496245770951e-6,0.005998077385974055,9.631496245770951e-6,9.631496245770951e-6,0.003398910518718631,0.0051983337345108465,0.03152322892850809,9.631496245770951e-6
Vaginal,2.522082161309445e-4,9.631217658749053e-6,0.002370757231630878,0.02335448081372546,0.02274918109501119,0.014476751605916213,0.0012105994374285334,0.0013114827238809113,8.070662916190223e-4,0.0010592745077499669,5.04416432261889e-4,0.0012105994374285334,9.631217658749053e-6,6.557413619404556e-4,9.631217658749053e-6,0.001008832864523778,9.631217658749053e-6,0.002824732020666578,1.0088328645237778e-4,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,4.0353314580951114e-4,9.631217658749053e-6,9.631217658749053e-6,2.0176657290475557e-4,9.631217658749053e-6,9.631217658749053e-6,1.5132492967856668e-4,9.631217658749053e-6,0.033644576031868,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,6.557413619404556e-4,5.044164322618889e-5,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,4.5397478903570006e-4,9.631217658749053e-6,8.070662916190223e-4,1.0088328645237778e-4,9.631217658749053e-6,2.522082161309445e-4,9.631217658749053e-6,6.052997187142667e-4,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,2.522082161309445e-4,1.0088328645237778e-4,0.6292594992467065,5.044164322618889e-5,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,1.0088328645237778e-4,9.631217658749053e-6,9.631217658749053e-6,5.044164322618889e-5,9.631217658749053e-6,5.044164322618889e-5,9.079495780714001e-4,0.15157713789469762,3.530915025833223e-4,9.631217658749053e-6,9.631217658749053e-6,8.070662916190223e-4,9.631217658749053e-6,4.5397478903570006e-4,5.044164322618889e-5,3.530915025833223e-4,9.631217658749053e-6,9.631217658749053e-6,0.006254763760047423,9.631217658749053e-6,8.070662916190223e-4,9.631217658749053e-6,9.631217658749053e-6,9.631217658749053e-6,0.08272429489094979,0.01281217737945198,9.631217658749053e-6,9.631217658749053e-6,0.0012105994374285334,5.044164322618889e-5,9.631217658749053e-6
